.201.206.92 - - [04/Nov/2021:21:53:24 +0100] "GET /fr/recherche?q=benyah&limit=10&timestamp=1636059206529&ajaxSearch=1&id_lang=1 HTTP/1.1" 200 1576 "https://controltower.fr/fr/vibes-creator/3048-king-stanley-jah-give-us-the-power.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
66.249.66.5 - - [04/Nov/2021:22:31:28 +0100] "GET /fr/akashic-records/2571-ras-amlak-meets-king-alpha-rally-round.html HTTP/1.1" 200 15286 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
54.36.149.47 - - [04/Nov/2021:22:31:28 +0100] "GET /6177-large_default/the-simeons-jah-rastafari.jpg HTTP/1.1" 200 46187 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:31:34 +0100] "POST /admincontrol/ajax.php?rand=1636061488701 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminDashboard&token=c282dec7df001df68582fc635ae6dc7c" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
54.36.149.25 - - [04/Nov/2021:22:31:48 +0100] "GET /fr/scotch-bonnet/480-stalawa-feat-lloyd-d-stiff-rough-winner.html HTTP/1.1" 200 15110 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
207.46.13.126 - - [04/Nov/2021:22:32:01 +0100] "GET /6294-thickbox_default/alpha-steppa-pupa-jim-dear-friend.jpg HTTP/1.1" 200 88485 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.167.63 - - [04/Nov/2021:22:32:01 +0100] "GET /en/partial-records/1232-roots-crusaders-children-of-the-father.html HTTP/1.1" 200 14597 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
79.194.247.208 - - [04/Nov/2021:22:32:02 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:02 +0100] "GET /en/ HTTP/1.1" 200 309354 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:23 +0100] "GET /themes/theme-HDC/img/footer-bg.png HTTP/1.1" 200 362 "https://controltower.fr/themes/theme-HDC/css/global.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
54.36.149.14 - - [04/Nov/2021:22:32:25 +0100] "GET /6178-cart_default/the-simeons-jah-rastafari.jpg HTTP/1.1" 200 8288 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
79.194.247.208 - - [04/Nov/2021:22:32:25 +0100] "GET /7553-home_default/vibronics-meets-ashanti-selah-hustle-riddim.jpg HTTP/1.1" 200 20753 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:25 +0100] "GET /7546-home_default/hitman-fiza-soul-train-fall-of-the-wicked.jpg HTTP/1.1" 200 29762 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:25 +0100] "GET /7544-home_default/bushman-bushman-work-s-isolation-skank.jpg HTTP/1.1" 200 29496 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:25 +0100] "GET /7559-home_default/the-wheel-caress.jpg HTTP/1.1" 200 17398 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:25 +0100] "GET /7548-home_default/michael-exodus-meets-shanti-lion-jah-glory.jpg HTTP/1.1" 304 5539 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7557-home_default/vin-gordon-music-tree.jpg HTTP/1.1" 200 24517 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7518-home_default/rapha-pico-the-noble-chanters-continue-the-glory.jpg HTTP/1.1" 200 19085 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7555-home_default/dan-i-locks-meets-ashanti-selah-jah-is-love.jpg HTTP/1.1" 200 20170 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7506-home_default/brainless-meets-cultural-youths-genesis-tribal-soul.jpg HTTP/1.1" 200 13920 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7530-home_default/rising-soul-riddim.jpg HTTP/1.1" 200 18970 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7550-home_default/king-stanley-jah-give-us-the-power.jpg HTTP/1.1" 200 20415 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7526-home_default/constantine-weir-aka-yahya-heaven-is-at-the-feet-of-mothers.jpg HTTP/1.1" 200 27325 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7504-home_default/mannaroman-nah-surrender.jpg HTTP/1.1" 200 19836 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7500-home_default/caracas-dub-meets-king-joe-run-politician.jpg HTTP/1.1" 200 21082 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7496-home_default/indica-dubs-jah-massive-revelation-dub.jpg HTTP/1.1" 200 18307 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7514-home_default/awa-fall-crack-in-the-lens.jpg HTTP/1.1" 200 13750 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7512-home_default/the-rockers-disciples-calabash-rock.jpg HTTP/1.1" 200 15436 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7492-home_default/weeding-dub-meets-ras-divarius-gypsy-dub.jpg HTTP/1.1" 200 13663 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7488-home_default/prince-alla-ghetto-hell.jpg HTTP/1.1" 200 16777 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7536-home_default/goldmaster-studio-clarion-call.jpg HTTP/1.1" 200 18566 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7474-home_default/daddy-spencer-stop-meddling.jpg HTTP/1.1" 200 17824 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7481-home_default/rdh-hi-fi-guide-ii-hiboo.jpg HTTP/1.1" 200 16836 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7470-home_default/charlie-p-fufu-lala.jpg HTTP/1.1" 200 16872 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7494-home_default/indica-dubs-dub-conductor-shiloh-rock.jpg HTTP/1.1" 200 21669 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7490-home_default/violinbwoy-meets-jerry-lionz-vale-bongo.jpg HTTP/1.1" 200 17248 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7486-home_default/hughie-izachaar-jah-warrior-get-up-stand-up-rock.jpg HTTP/1.1" 200 21230 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7482-home_default/musical-warryahs-guidance-protection.jpg HTTP/1.1" 200 25875 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7476-home_default/dubeast-dubious-road.jpg HTTP/1.1" 200 13271 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7540-home_default/marina-p-feat-hayami-dub-kazman-downtown-seekers.jpg HTTP/1.1" 200 21683 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:26 +0100] "GET /7538-home_default/idren-natural-jah-garden.jpg HTTP/1.1" 200 24789 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:27 +0100] "GET /7532-home_default/ras-hassen-ti-sweat-steel.jpg HTTP/1.1" 200 22365 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:28 +0100] "GET /7510-home_default/roberto-sanchez-i-man-cruz-we-re-going-to-zion.jpg HTTP/1.1" 200 19237 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:28 +0100] "GET /7509-home_default/dubbing-sun-the-crown-prince-independent-life.jpg HTTP/1.1" 200 9911 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:28 +0100] "GET /7552-home_default/stand-high-patrol-same-justice-working-man.jpg HTTP/1.1" 200 25867 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:28 +0100] "GET /7498-home_default/mystical-steppa-hard-trod.jpg HTTP/1.1" 200 19267 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:29 +0100] "GET /7522-home_default/rapha-pico-the-noble-chanters-the-glory-of-dub.jpg HTTP/1.1" 200 23415 "https://controltower.fr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
176.156.222.110 - - [04/Nov/2021:22:32:29 +0100] "POST /admincontrol/ajax.php?rand=1636061542169 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=6564&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
79.194.247.208 - - [04/Nov/2021:22:32:23 +0100] "GET /en/ HTTP/1.1" 200 307960 "https://controltower.fr/en/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
176.156.222.110 - - [04/Nov/2021:22:32:33 +0100] "POST /admincontrol/ajax.php?rand=1636061547708 HTTP/1.1" 200 351 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=5614&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
221.194.170.208 - - [04/Nov/2021:22:32:43 +0100] "GET /544-large_default/ital-ensemble-feat-sir-jean-no-badness.jpg HTTP/1.1" 200 35040 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0"
66.249.66.207 - - [04/Nov/2021:22:32:45 +0100] "GET /7307-thickbox_default/mystic-warrior-meets-bly-shei-pachamama-s-tears.jpg HTTP/1.1" 304 5524 "-" "Googlebot-Image/1.0"
157.55.39.67 - - [04/Nov/2021:22:32:50 +0100] "GET /867-thickbox_default/the-congos-cool-down.jpg HTTP/1.1" 200 100420 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
176.156.222.110 - - [04/Nov/2021:22:33:13 +0100] "POST /admincontrol/ajax.php?rand=1636061587707 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminEnvoiMoinsCher&id_order=8856&option=send&token=27d7475b073347ae85ef86e2e2b9fb80" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
54.36.148.183 - - [04/Nov/2021:22:33:23 +0100] "GET /en/odg-prod/2766-ondubground-brothers.html HTTP/1.1" 200 15407 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
54.36.148.192 - - [04/Nov/2021:22:33:24 +0100] "GET /5183-cart_default/sta-podri.jpg HTTP/1.1" 200 8338 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:33:27 +0100] "POST /admincontrol/ajax.php?rand=1636061601709 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminProducts&token=c2d067f3456da21c5a4b065fb6365bbc&conf=5" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.156.222.110 - - [04/Nov/2021:22:33:35 +0100] "POST /admincontrol/ajax.php?rand=1636061609710 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminDashboard&token=c282dec7df001df68582fc635ae6dc7c" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
207.46.13.21 - - [04/Nov/2021:22:33:46 +0100] "GET /index.php?id_category=62&controller=category&id_lang=1 HTTP/1.1" 301 5147 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.126 - - [04/Nov/2021:22:34:06 +0100] "GET /3340-large_default/jimmy-ranks-righteous-rass.jpg HTTP/1.1" 200 32255 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
54.36.148.97 - - [04/Nov/2021:22:34:28 +0100] "GET /5183-large_default/sta-podri.jpg HTTP/1.1" 200 52789 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:34:29 +0100] "POST /admincontrol/ajax.php?rand=1636061663953 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=6564&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
176.156.222.110 - - [04/Nov/2021:22:34:33 +0100] "POST /admincontrol/ajax.php?rand=1636061667832 HTTP/1.1" 200 351 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=5614&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
40.77.167.75 - - [04/Nov/2021:22:34:51 +0100] "GET /en/rupa-rupa/289-anthony-johnson-dancehall-victory.html HTTP/1.1" 200 14866 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
54.36.148.217 - - [04/Nov/2021:22:35:05 +0100] "GET /en/reggae-roast/623-interrupt-tenor-youthman-keep-calm.html HTTP/1.1" 200 14918 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:35:14 +0100] "POST /admincontrol/ajax.php?rand=1636061708717 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminEnvoiMoinsCher&id_order=8856&option=send&token=27d7475b073347ae85ef86e2e2b9fb80" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
54.36.148.111 - - [04/Nov/2021:22:35:24 +0100] "GET /5184-cart_default/sta-podri.jpg HTTP/1.1" 200 8708 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:35:28 +0100] "POST /admincontrol/ajax.php?rand=1636061722716 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminProducts&token=c2d067f3456da21c5a4b065fb6365bbc&conf=5" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:35 +0100] "POST /fr/panier HTTP/1.1" 302 8963 "https://controltower.fr/fr/vibes-creator/3048-king-stanley-jah-give-us-the-power.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.156.222.110 - - [04/Nov/2021:22:35:36 +0100] "POST /admincontrol/ajax.php?rand=1636061730716 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminDashboard&token=c282dec7df001df68582fc635ae6dc7c" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:35 +0100] "GET /fr/commande?ipa=3048 HTTP/1.1" 200 15828 "https://controltower.fr/fr/vibes-creator/3048-king-stanley-jah-give-us-the-power.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:39 +0100] "GET /7550-small_default/king-stanley-jah-give-us-the-power.jpg HTTP/1.1" 200 9229 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:39 +0100] "GET /fr/commande?ipa=3048 HTTP/1.1" 200 12979 "https://controltower.fr/fr/commande?ipa=3048" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
46.4.113.44 - - [04/Nov/2021:22:35:49 +0100] "GET / HTTP/1.1" 301 456 "-" "Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
176.145.71.169 - - [04/Nov/2021:22:35:55 +0100] "-" 408 5322 "-" "-"
66.249.66.223 - - [04/Nov/2021:22:35:55 +0100] "GET /js/jquery/plugins/bxslider/jquery.bxslider.js HTTP/1.1" 200 10877 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
176.145.71.169 - - [04/Nov/2021:22:35:59 +0100] "GET /7544-cart_default/bushman-bushman-work-s-isolation-skank.jpg HTTP/1.1" 304 5539 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:59 +0100] "GET /7545-cart_default/bushman-bushman-work-s-isolation-skank.jpg HTTP/1.1" 304 5539 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:59 +0100] "GET /7544-large_default/bushman-bushman-work-s-isolation-skank.jpg HTTP/1.1" 200 67412 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:36:00 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3045&id_product_attribute=3105&_=1636061759862 HTTP/1.1" 200 807 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:36:00 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3045&id_product_attribute=3105&_=1636061759863 HTTP/1.1" 200 226 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:59 +0100] "POST /?rand=1636061760035 HTTP/1.1" 200 2716 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:35:59 +0100] "GET /fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html HTTP/1.1" 200 13445 "https://controltower.fr/fr/yi-mas-gan-records/3045-bushman-bushman-work-s-isolation-skank.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
207.46.13.126 - - [04/Nov/2021:22:36:05 +0100] "GET /5347-large_default/mellow-mood-dance-inna-babylon.jpg HTTP/1.1" 200 35181 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
176.145.71.169 - - [04/Nov/2021:22:36:05 +0100] "GET /7553-large_default/vibronics-meets-ashanti-selah-hustle-riddim.jpg HTTP/1.1" 200 43644 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:36:05 +0100] "GET /7553-cart_default/vibronics-meets-ashanti-selah-hustle-riddim.jpg HTTP/1.1" 200 3437 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:36:05 +0100] "GET /7554-cart_default/vibronics-meets-ashanti-selah-hustle-riddim.jpg HTTP/1.1" 200 3428 "https://controltower.fr/" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
176.145.71.169 - - [04/Nov/2021:22:36:06 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3050&id_product_attribute=3110&_=1636061766225 HTTP/1.1" 200 807 "https://controltower.fr/fr/scoops-records/3050-vibronics-meets-ashanti-selah-hustle-riddim.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
198.98.56.220 - - [04/Nov/2021:22:36:06 +0100] "POST /boaform/admin/formLogin HTTP/1.1" 301 539 "http://163.172.251.208:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
176.145.71.169 - - [04/Nov/2021:22:36:06 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=3050&id_product_attribute=3110&_=1636061766226 HTTP/1.1" 200 226 "https://controltower.fr/fr/scoops-records/3050-vibronics-meets-ashanti-selah-hustle-riddim.html" "Mozilla/5.0 (Linux; Android 11; Redmi Note 9S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36"
